问题 ID,说明,状态,严重性,故事点,项目路径,位置种类,路径,折线图,列,事件 ID,帮助链接,程序集名称,程序集版本,程序集公钥,片段
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Editors\UnitSelector.cs,15,40,T:System.Windows.Forms.Form,,,,,Form
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\UnitOperations\CapeUnitBase.cs,557,8,T:System.Windows.Forms.DialogResult,,,,,public override System.Windows.Forms.DialogResult Edit()
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\UnitOperations\CapeUnitBase.cs,561,12,T:System.Windows.Forms.DialogResult,,,,,return editor.DialogResult;
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\UnitOperations\CapeUnitBase.cs,561,12,P:System.Windows.Forms.Form.DialogResult,,,,,return editor.DialogResult;
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\UnitOperations\CapeUnitBase.cs,560,12,T:System.Windows.Forms.DialogResult,,,,,editor.ShowDialog();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\UnitOperations\CapeUnitBase.cs,560,12,M:System.Windows.Forms.Form.ShowDialog,,,,,editor.ShowDialog();
Api.0002,对所选 .NET 版本源代码不兼容,Active,Potential,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\UnitOperations\CapeUnitBase.cs,482,12,P:System.Reflection.Assembly.CodeBase,,,,,"key.SetValue(""CodeBase"", assembly.CodeBase);"
Api.0002,对所选 .NET 版本源代码不兼容,Active,Potential,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\UnitOperations\UnitPort.cs,349,12,P:System.Type.IsSerializable,,,,,"if (objectToConnect.GetType().IsSerializable)              {                  m_ConnectedObject = objectToConnect;                  isConnectObjectSerializable = true;                  m_ConnectedNonSerializableObject = null;                  OnPortConnected(args);                  NotifyPropertyChanged(""connectedObject"");                  return;              }"
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\War.cs,271,8,T:System.Windows.Forms.DialogResult,,,,,public override System.Windows.Forms.DialogResult Edit()
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\War.cs,283,16,T:System.Windows.Forms.DialogResult,,,,,return System.Windows.Forms.DialogResult.Cancel;
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\War.cs,283,16,T:System.Windows.Forms.DialogResult,,,,,return System.Windows.Forms.DialogResult.Cancel;
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\War.cs,283,16,F:System.Windows.Forms.DialogResult.Cancel,,,,,return System.Windows.Forms.DialogResult.Cancel;
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\War.cs,276,16,T:System.Windows.Forms.DialogResult,,,,,System.Windows.Forms.DialogResult result = war.ShowDialog();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\War.cs,276,16,M:System.Windows.Forms.Form.ShowDialog,,,,,System.Windows.Forms.DialogResult result = war.ShowDialog();
Api.0002,对所选 .NET 版本源代码不兼容,Active,Potential,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,841,54,T:System.Drawing.Printing.PrintDocument,,,,,printDocument1
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,840,49,T:System.Windows.Forms.PrintDialog,,,,,printDialog1
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,839,45,T:System.Windows.Forms.TextBox,,,,,textBox1
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,838,43,T:System.Windows.Forms.Label,,,,,label16
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,837,51,T:System.Windows.Forms.NumericUpDown,,,,,numericUpDown1
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,836,43,T:System.Windows.Forms.Label,,,,,label15
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,835,43,T:System.Windows.Forms.Label,,,,,label14
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,834,46,T:System.Windows.Forms.TrackBar,,,,,trackBar1
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,833,43,T:System.Windows.Forms.Label,,,,,label13
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,832,43,T:System.Windows.Forms.Label,,,,,label12
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,831,51,T:System.Windows.Forms.NumericUpDown,,,,,numericUpDown2
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,830,46,T:System.Windows.Forms.TrackBar,,,,,trackBar2
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,829,43,T:System.Windows.Forms.Label,,,,,label6
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,828,51,T:System.Windows.Forms.NumericUpDown,,,,,numericUpDown3
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,827,46,T:System.Windows.Forms.TrackBar,,,,,trackBar3
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,826,43,T:System.Windows.Forms.Label,,,,,label7
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,825,51,T:System.Windows.Forms.NumericUpDown,,,,,numericUpDown4
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,824,46,T:System.Windows.Forms.TrackBar,,,,,trackBar4
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,823,43,T:System.Windows.Forms.Label,,,,,label8
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,822,51,T:System.Windows.Forms.NumericUpDown,,,,,numericUpDown5
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,821,46,T:System.Windows.Forms.TrackBar,,,,,trackBar5
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,820,43,T:System.Windows.Forms.Label,,,,,label9
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,819,51,T:System.Windows.Forms.NumericUpDown,,,,,numericUpDown6
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,818,46,T:System.Windows.Forms.TrackBar,,,,,trackBar6
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,817,43,T:System.Windows.Forms.Label,,,,,label10
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,816,51,T:System.Windows.Forms.NumericUpDown,,,,,numericUpDown7
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,815,46,T:System.Windows.Forms.TrackBar,,,,,trackBar7
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,814,43,T:System.Windows.Forms.Label,,,,,label11
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,813,51,T:System.Windows.Forms.NumericUpDown,,,,,numericUpDown8
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,812,46,T:System.Windows.Forms.TrackBar,,,,,trackBar8
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,811,43,T:System.Windows.Forms.Label,,,,,label5
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,810,46,T:System.Windows.Forms.CheckBox,,,,,includeProductStreamsCheckBox
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,809,45,T:System.Windows.Forms.TabPage,,,,,resultsTabPage
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,808,45,T:System.Windows.Forms.TabPage,,,,,impactWeightsTabPage
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,807,52,T:System.Windows.Forms.CheckedListBox,,,,,AvailableUnitOpsheckedListBox
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,806,43,T:System.Windows.Forms.Label,,,,,label1
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,805,43,T:System.Windows.Forms.Label,,,,,label2
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,804,45,T:System.Windows.Forms.ListBox,,,,,feedAndInletStreamListBox
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,803,43,T:System.Windows.Forms.Label,,,,,label3
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,802,52,T:System.Windows.Forms.CheckedListBox,,,,,checkedListBox1
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,801,46,T:System.Windows.Forms.CheckBox,,,,,considerEnergyFlowsCheckBox
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,800,43,T:System.Windows.Forms.Label,,,,,label4
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,799,46,T:System.Windows.Forms.ComboBox,,,,,energyTypeComboBox
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,798,45,T:System.Windows.Forms.TabPage,,,,,unitsAndStreamsTabPage
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,797,48,T:System.Windows.Forms.TabControl,,,,,tabControl1
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,796,55,T:System.Windows.Forms.ToolStripMenuItem,,,,,exitToolStripMenuItem
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,795,56,T:System.Windows.Forms.ToolStripSeparator,,,,,toolStripSeparator1
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,794,55,T:System.Windows.Forms.ToolStripMenuItem,,,,,printToolStripMenuItem
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,793,55,T:System.Windows.Forms.ToolStripMenuItem,,,,,saveToolStripMenuItem
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,792,55,T:System.Windows.Forms.ToolStripMenuItem,,,,,fileToolStripMenuItem
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,791,55,T:System.Windows.Forms.ToolStripMenuItem,,,,,toolStripMenuItem1
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,790,47,T:System.Windows.Forms.MenuStrip,,,,,menuStrip1
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,789,45,T:System.Windows.Forms.ToolTip,,,,,toolTip1
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,783,12,M:System.Windows.Forms.Control.PerformLayout,,,,,this.PerformLayout();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,782,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.ResumeLayout(false);
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,781,12,T:System.Windows.Forms.TabPage,,,,,this.resultsTabPage.PerformLayout();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,781,12,M:System.Windows.Forms.Control.PerformLayout,,,,,this.resultsTabPage.PerformLayout();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,780,12,T:System.Windows.Forms.TabPage,,,,,this.resultsTabPage.ResumeLayout(false);
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,780,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.resultsTabPage.ResumeLayout(false);
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,779,12,T:System.Windows.Forms.NumericUpDown,,,,,((System.ComponentModel.ISupportInitialize)(this.numericUpDown1)).EndInit();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,778,12,T:System.Windows.Forms.TrackBar,,,,,((System.ComponentModel.ISupportInitialize)(this.trackBar1)).EndInit();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,777,12,T:System.Windows.Forms.NumericUpDown,,,,,((System.ComponentModel.ISupportInitialize)(this.numericUpDown2)).EndInit();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,776,12,T:System.Windows.Forms.TrackBar,,,,,((System.ComponentModel.ISupportInitialize)(this.trackBar2)).EndInit();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,775,12,T:System.Windows.Forms.NumericUpDown,,,,,((System.ComponentModel.ISupportInitialize)(this.numericUpDown3)).EndInit();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,774,12,T:System.Windows.Forms.TrackBar,,,,,((System.ComponentModel.ISupportInitialize)(this.trackBar3)).EndInit();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,773,12,T:System.Windows.Forms.NumericUpDown,,,,,((System.ComponentModel.ISupportInitialize)(this.numericUpDown4)).EndInit();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,772,12,T:System.Windows.Forms.TrackBar,,,,,((System.ComponentModel.ISupportInitialize)(this.trackBar4)).EndInit();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,771,12,T:System.Windows.Forms.NumericUpDown,,,,,((System.ComponentModel.ISupportInitialize)(this.numericUpDown5)).EndInit();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,770,12,T:System.Windows.Forms.TrackBar,,,,,((System.ComponentModel.ISupportInitialize)(this.trackBar5)).EndInit();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,769,12,T:System.Windows.Forms.NumericUpDown,,,,,((System.ComponentModel.ISupportInitialize)(this.numericUpDown6)).EndInit();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,768,12,T:System.Windows.Forms.TrackBar,,,,,((System.ComponentModel.ISupportInitialize)(this.trackBar6)).EndInit();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,767,12,T:System.Windows.Forms.NumericUpDown,,,,,((System.ComponentModel.ISupportInitialize)(this.numericUpDown7)).EndInit();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,766,12,T:System.Windows.Forms.TrackBar,,,,,((System.ComponentModel.ISupportInitialize)(this.trackBar7)).EndInit();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,765,12,T:System.Windows.Forms.NumericUpDown,,,,,((System.ComponentModel.ISupportInitialize)(this.numericUpDown8)).EndInit();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,764,12,T:System.Windows.Forms.TrackBar,,,,,((System.ComponentModel.ISupportInitialize)(this.trackBar8)).EndInit();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,763,12,T:System.Windows.Forms.TabPage,,,,,this.impactWeightsTabPage.PerformLayout();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,763,12,M:System.Windows.Forms.Control.PerformLayout,,,,,this.impactWeightsTabPage.PerformLayout();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,762,12,T:System.Windows.Forms.TabPage,,,,,this.impactWeightsTabPage.ResumeLayout(false);
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,762,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.impactWeightsTabPage.ResumeLayout(false);
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,761,12,T:System.Windows.Forms.TabPage,,,,,this.unitsAndStreamsTabPage.PerformLayout();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,761,12,M:System.Windows.Forms.Control.PerformLayout,,,,,this.unitsAndStreamsTabPage.PerformLayout();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,760,12,T:System.Windows.Forms.TabPage,,,,,this.unitsAndStreamsTabPage.ResumeLayout(false);
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,760,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.unitsAndStreamsTabPage.ResumeLayout(false);
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,759,12,T:System.Windows.Forms.TabControl,,,,,this.tabControl1.ResumeLayout(false);
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,759,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.tabControl1.ResumeLayout(false);
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,758,12,T:System.Windows.Forms.MenuStrip,,,,,this.menuStrip1.PerformLayout();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,758,12,M:System.Windows.Forms.Control.PerformLayout,,,,,this.menuStrip1.PerformLayout();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,757,12,T:System.Windows.Forms.MenuStrip,,,,,this.menuStrip1.ResumeLayout(false);
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,757,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.menuStrip1.ResumeLayout(false);
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,756,12,P:System.Windows.Forms.Form.Text,,,,,"this.Text = ""WARalgorithm"";"
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,755,12,P:System.Windows.Forms.Control.Name,,,,,"this.Name = ""WARalgorithm"";"
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,754,12,T:System.Windows.Forms.MenuStrip,,,,,this.MainMenuStrip = this.menuStrip1;
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,754,12,T:System.Windows.Forms.MenuStrip,,,,,this.MainMenuStrip = this.menuStrip1;
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,754,12,P:System.Windows.Forms.Form.MainMenuStrip,,,,,this.MainMenuStrip = this.menuStrip1;
Api.0002,对所选 .NET 版本源代码不兼容,Active,Potential,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,753,12,T:System.Drawing.Icon,,,,,"this.Icon = ((System.Drawing.Icon)(resources.GetObject(""$this.Icon"")));"
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,753,12,P:System.Windows.Forms.Form.Icon,,,,,"this.Icon = ((System.Drawing.Icon)(resources.GetObject(""$this.Icon"")));"
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,CapeOpen\CapeOpen.csproj,File,CapeOpen\Examples\WARalgorithm.Designer.cs,752,12,T:System.Windows.Forms.MenuStrip,,,,,this.Controls.Add(this.menuStrip1);
